sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
1979,Povidon-iodid,-1,,0.67,APPROVED,EQUAL,Finn Fassbender,1744820165861,1750087,povidone-iodine,Drug,MAPS_TO,,<auto>,1741025069327,
1676,ZzRamipril HCT,-1,,0.41,APPROVED,EQUAL,Finn Fassbender,1741026664947,1334456,ramipril,Drug,MAPS_TO,,<auto>,1741025069414,
1676,ZzRamipril HCT,-1,,0.41,APPROVED,EQUAL,Finn Fassbender,1741026664947,974166,hydrochlorothiazide,Drug,MAPS_TO,,Finn Fassbender,1741026654269,
1706,Metildigoxin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19094483,medigoxin,Drug,MAPS_TO,,<auto>,1741025069584,
1930,Urokinase,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1307515,urokinase,Drug,MAPS_TO,,<auto>,1741025069618,
1422,Ciprofloxacin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1797513,ciprofloxacin,Drug,MAPS_TO,,<auto>,1741025069687,
1951,Irbesartan +HCT,-1,,0.51,APPROVED,EQUAL,Finn Fassbender,1741026682632,1347384,irbesartan,Drug,MAPS_TO,,<auto>,1741025069798,
1951,Irbesartan +HCT,-1,,0.51,APPROVED,EQUAL,Finn Fassbender,1741026682632,974166,hydrochlorothiazide,Drug,MAPS_TO,,Finn Fassbender,1741026654269,
1578,S-Ketamin,-1,,0.59,APPROVED,EQUAL,Finn Fassbender,1741026853577,1366610,esketamine,Drug,MAPS_TO,,Finn Fassbender,1741026853052,
1590,Nicht gelistetes sc Medikament mg,-1,,0.27,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1664,Pramipexol,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,720810,pramipexole,Drug,MAPS_TO,,<auto>,1741025069955,
1849,Extractum fructus silybi mariani siccum,-1,,0.43,APPROVED,EQUIVALENT,Finn Fassbender,1744826337932,1304277,milk thistle extract,Drug,MAPS_TO,,Finn Fassbender,1744826337501,
1829,Estradiol+Dydrogesteron,-1,,0.53,APPROVED,EQUIVALENT,Finn Fassbender,1744821127641,1548195,estradiol,Drug,MAPS_TO,,Finn Fassbender,1744821124444,
1829,Estradiol+Dydrogesteron,-1,,0.53,APPROVED,EQUIVALENT,Finn Fassbender,1744821127641,19040060,dydrogesterone,Drug,MAPS_TO,,Finn Fassbender,1744821125934,
1474,Atropin sulfuricum,-1,,0.65,APPROVED,EQUIVALENT,Finn Fassbender,1744826652862,914335,atropine,Drug,MAPS_TO,,Finn Fassbender,1744826652246,
1943,Ursodeoxychols,-1,,0.89,APPROVED,EQUAL,Finn Fassbender,1741026281084,988095,ursodeoxycholate,Drug,MAPS_TO,,<auto>,1741025070355,
1932,Tetanus Antitoxin,-1,,0.79,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1498,Metoclopramid,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,906780,metoclopramide,Drug,MAPS_TO,,<auto>,1741025070415,
1826,Ezetimib,-1,,0.93,APPROVED,EQUAL,Finn Fassbender,1741026069075,1526475,ezetimibe,Drug,MAPS_TO,,<auto>,1741025070626,
1598,Cisatracurium,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19015726,cisatracurium,Drug,MAPS_TO,,<auto>,1741025070645,
1547,SUFentanil,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19078219,sufentanil,Drug,MAPS_TO,,<auto>,1741025070700,
1820,Prasugrel,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,40163718,prasugrel,Drug,MAPS_TO,,<auto>,1741025070751,
1695,Nicorandil,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19014977,nicorandil,Drug,MAPS_TO,,<auto>,1741025070773,
1784,Irbesartan+HCT,-1,,0.53,APPROVED,EQUAL,Finn Fassbender,1741026691354,1347384,irbesartan,Drug,MAPS_TO,,<auto>,1741025070777,
1784,Irbesartan+HCT,-1,,0.53,APPROVED,EQUAL,Finn Fassbender,1741026691354,974166,hydrochlorothiazide,Drug,MAPS_TO,,Finn Fassbender,1741026654269,
1677,ZzRamipril HCT forte,-1,,0.39,APPROVED,EQUIVALENT,Finn Fassbender,1741026781354,1334456,ramipril,Drug,MAPS_TO,,<auto>,1741025070829,
1677,ZzRamipril HCT forte,-1,,0.39,APPROVED,EQUIVALENT,Finn Fassbender,1741026781354,974166,hydrochlorothiazide,Drug,MAPS_TO,,Finn Fassbender,1741026654269,
1414,Azathioprin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,19014878,azathioprine,Drug,MAPS_TO,,<auto>,1741025070845,
1438,Metoprolol,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1307046,metoprolol,Drug,MAPS_TO,,<auto>,1741025070945,
1882,Etacrynsaeure,-1,,0.40,APPROVED,EQUIVALENT,Finn Fassbender,1744820339819,987406,ethacrynate,Drug,MAPS_TO,,Finn Fassbender,1744820339185,
1669,Valaciclovir,-1,,0.78,APPROVED,EQUAL,Finn Fassbender,1741026381415,1717704,valacyclovir,Drug,MAPS_TO,,Finn Fassbender,1741026380842,
1539,Nicotin,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,718583,nicotine,Drug,MAPS_TO,,<auto>,1741025071258,
1931,Tetanus Toxoid,-1,,0.67,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1839,Isoniazid,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1782521,isoniazid,Drug,MAPS_TO,,<auto>,1741025071331,
1570,Salbutamol,-1,,0.66,APPROVED,EQUIVALENT,Finn Fassbender,1741026931903,1154343,albuterol,Drug,MAPS_TO,,Finn Fassbender,1741026930228,
1913,Azithromycin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1734104,azithromycin,Drug,MAPS_TO,,<auto>,1741025071554,
1873,Pravastatin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1551860,pravastatin,Drug,MAPS_TO,,<auto>,1741025071583,
1992,Ethambutol,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1749301,ethambutol,Drug,MAPS_TO,,<auto>,1741025071645,
1401,Metronidazol,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1707164,metronidazole,Drug,MAPS_TO,,<auto>,1741025071670,
1838,Ezetimib+Simvastatin,-1,,0.59,APPROVED,EQUIVALENT,Finn Fassbender,1744820693393,1526475,ezetimibe,Drug,MAPS_TO,,Finn Fassbender,1744820690310,
1838,Ezetimib+Simvastatin,-1,,0.59,APPROVED,EQUIVALENT,Finn Fassbender,1744820693393,1539403,simvastatin,Drug,MAPS_TO,,Finn Fassbender,1744820692888,
1871,Cisatracurium besilat,-1,,0.78,APPROVED,EQUAL,Finn Fassbender,1741026385091,19015726,cisatracurium,Drug,MAPS_TO,,<auto>,1741025071769,
1668,Valganciclovir,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1703063,valganciclovir,Drug,MAPS_TO,,<auto>,1741025071794,
1675,ZzRamipril/HCT,-1,,0.42,APPROVED,EQUAL,Finn Fassbender,1741026947090,1334456,ramipril,Drug,MAPS_TO,,Finn Fassbender,1741026940844,
1675,ZzRamipril/HCT,-1,,0.42,APPROVED,EQUAL,Finn Fassbender,1741026947090,974166,hydrochlorothiazide,Drug,MAPS_TO,,Finn Fassbender,1741026946085,
1898,Tetracosactid,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,19008009,cosyntropin,Drug,MAPS_TO,,<auto>,1741025071957,
1519,Isoprenalin,-1,,0.82,APPROVED,EQUAL,Finn Fassbender,1741026306097,1183554,isoproterenol,Drug,MAPS_TO,,Finn Fassbender,1741026304551,
1410,Aztreonam,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1715117,aztreonam,Drug,MAPS_TO,,<auto>,1741025072117,
1731,Salmeterol,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1137529,salmeterol,Drug,MAPS_TO,,<auto>,1741025072225,
1417,FUROsemid,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025978877,956874,furosemide,Drug,MAPS_TO,,<auto>,1741025072270,
1397,PredniSOLON,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1550557,prednisolone,Drug,MAPS_TO,,<auto>,1741025072392,
1602,Etilefrin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,19050419,etilefrine,Drug,MAPS_TO,,<auto>,1741025072442,
1856,Micafungin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19018013,micafungin,Drug,MAPS_TO,,<auto>,1741025072444,
1510,ZzVitamine,-1,,0.43,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1402,Citalopram,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,797617,citalopram,Drug,MAPS_TO,,<auto>,1741025072490,
1862,Tetrazepam,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19041746,tetrazepam,Drug,MAPS_TO,,<auto>,1741025072613,
1582,Valproins,-1,,0.63,APPROVED,EQUAL,Finn Fassbender,1741026710702,745466,valproate,Drug,MAPS_TO,,<auto>,1741025072691,
1609,Faktor VIIa,-1,,0.60,APPROVED,EQUAL,Finn Fassbender,1741026475311,1352141,factor VIIa,Drug,MAPS_TO,,<auto>,1741025072784,
1876,Tacrolimus,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,950637,tacrolimus,Drug,MAPS_TO,,<auto>,1741025072827,
1861,Nicotinamid+Thiamin+Riboflavin,-1,,0.40,APPROVED,EQUIVALENT,Finn Fassbender,1744826395022,19018419,niacinamide,Drug,MAPS_TO,,Finn Fassbender,1744826382531,
1861,Nicotinamid+Thiamin+Riboflavin,-1,,0.40,APPROVED,EQUIVALENT,Finn Fassbender,1744826395022,19137312,thiamine,Drug,MAPS_TO,,Finn Fassbender,1744826388072,
1861,Nicotinamid+Thiamin+Riboflavin,-1,,0.40,APPROVED,EQUIVALENT,Finn Fassbender,1744826395022,19062817,riboflavin,Drug,MAPS_TO,,Finn Fassbender,1744826394513,
2012,Brivaracetam,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,35604901,brivaracetam,Drug,MAPS_TO,,<auto>,1741025072979,
1656,Pregabalin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,734354,pregabalin,Drug,MAPS_TO,,<auto>,1741025073067,
1850,ZzzBromazepam,-1,,0.53,APPROVED,EQUAL,Finn Fassbender,1741026688779,19030353,bromazepam,Drug,MAPS_TO,,<auto>,1741025073091,
1653,Isosorbid dinitrat,-1,,0.88,APPROVED,EQUAL,Finn Fassbender,1741026281084,1383925,isosorbide dinitrate,Drug,MAPS_TO,,<auto>,1741025073136,
1449,Clarithromycin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1750500,clarithromycin,Drug,MAPS_TO,,<auto>,1741025073213,
1937,Valsartan,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1308842,valsartan,Drug,MAPS_TO,,<auto>,1741025073231,
1493,Etomidate,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19050488,etomidate,Drug,MAPS_TO,,<auto>,1741025073238,
1612,Nalbuphin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,1114122,nalbuphine,Drug,MAPS_TO,,<auto>,1741025073280,
1707,Fenofibrat,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1551803,fenofibrate,Drug,MAPS_TO,,<auto>,1741025073335,
1687,Tamsulosin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,924566,tamsulosin,Drug,MAPS_TO,,<auto>,1741025073400,
1922,Bromazepam,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19030353,bromazepam,Drug,MAPS_TO,,<auto>,1741025073451,
1797,Nitrendipin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,19020061,nitrendipine,Drug,MAPS_TO,,<auto>,1741025073479,
1938,Oxytocin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1326115,oxytocin,Drug,MAPS_TO,,<auto>,1741025073600,
1623,ZzzVitamine,-1,,0.39,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1900,Thalidomide Celgene,-1,,0.84,APPROVED,EQUIVALENT,Finn Fassbender,1744819600360,19137042,thalidomide,Drug,MAPS_TO,,Finn Fassbender,1744819599712,
1428,Clindamycin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,997881,clindamycin,Drug,MAPS_TO,,<auto>,1741025073753,
1875,Ivabradin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,46234437,ivabradine,Drug,MAPS_TO,,<auto>,1741025073764,
1497,Naloxon,-1,,0.97,APPROVED,EQUAL,Finn Fassbender,1741025989583,1114220,naloxone,Drug,MAPS_TO,,<auto>,1741025073779,
1765,Everolimus,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19011440,everolimus,Drug,MAPS_TO,,<auto>,1741025073794,
1771,Brotizolam,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19039262,brotizolam,Drug,MAPS_TO,,<auto>,1741025074026,
1553,ocTREOtid,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1522957,octreotide,Drug,MAPS_TO,,<auto>,1741025074294,
1801,Melperon hydrochlorid,-1,,0.92,APPROVED,EQUIVALENT,Finn Fassbender,1741026073845,19072088,metylperon,Drug,MAPS_TO,,Finn Fassbender,1741026031559,
1834,Fosinopril Natrium,-1,,0.74,APPROVED,EQUIVALENT,Finn Fassbender,1741026408461,1363749,fosinopril,Drug,MAPS_TO,,<auto>,1741025074371,
1503,Theophyllin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,1237049,theophylline,Drug,MAPS_TO,,<auto>,1741025074454,
1400,CloNIDin,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1398937,clonidine,Drug,MAPS_TO,,<auto>,1741025074475,
1529,PHYSostigmin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025936922,19044337,physostigmine,Drug,MAPS_TO,,<auto>,1741025074484,
1556,KETAmin,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025978877,785649,ketamine,Drug,MAPS_TO,,<auto>,1741025074513,
1502,EPINEPHrin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1343916,epinephrine,Drug,MAPS_TO,,<auto>,1741025074515,
1775,Tamsulosin retard,-1,,0.82,APPROVED,EQUAL,Finn Fassbender,1741026331080,924566,tamsulosin,Drug,MAPS_TO,,<auto>,1741025074535,
1887,Naltrexon,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1714319,naltrexone,Drug,MAPS_TO,,<auto>,1741025074540,
1727,Budesonid,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,939259,budesonide,Drug,MAPS_TO,,<auto>,1741025074579,
1805,Nitrendipin +Enalapril,-1,,0.50,APPROVED,EQUIVALENT,Finn Fassbender,1744821229652,19020061,nitrendipine,Drug,MAPS_TO,,Finn Fassbender,1744821226376,
1805,Nitrendipin +Enalapril,-1,,0.50,APPROVED,EQUIVALENT,Finn Fassbender,1744821229652,1341927,enalapril,Drug,MAPS_TO,,Finn Fassbender,1744821229164,
1634,traMADol,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1103314,tramadol,Drug,MAPS_TO,,<auto>,1741025074704,
1944,Memantin,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,701322,memantine,Drug,MAPS_TO,,<auto>,1741025074878,
1544,Econazol,-1,,0.96,APPROVED,EQUAL,Finn Fassbender,1741025989583,940864,econazole,Drug,MAPS_TO,,<auto>,1741025074940,
1447,Thiamazol,-1,,0.97,APPROVED,EQUAL,Finn Fassbender,1741025978877,1504620,methimazole,Drug,MAPS_TO,,<auto>,1741025075038,
1939,Carbetocin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,36878844,Carbetocin,Drug,MAPS_TO,,<auto>,1741025075248,
1972,Naproxen Saft,-1,,0.74,APPROVED,EQUIVALENT,Finn Fassbender,1741026406457,1115008,naproxen,Drug,MAPS_TO,,<auto>,1741025075297,
1712,Nitroglycerin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1361711,nitroglycerin,Drug,MAPS_TO,,<auto>,1741025075413,
1416,LevETIRAcetam,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,711584,levetiracetam,Drug,MAPS_TO,,<auto>,1741025075426,
1720,Tantum verde,-1,,0.40,APPROVED,EQUIVALENT,Finn Fassbender,1744827472262,19019620,benzydamine,Drug,MAPS_TO,,Finn Fassbender,1744827471651,
1579,Voriconazol,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025978877,1714277,voriconazole,Drug,MAPS_TO,,<auto>,1741025075543,
1521,PIRItramid,-1,,0.97,APPROVED,EQUAL,Finn Fassbender,1741025989583,19134009,pirinitramide,Drug,MAPS_TO,,<auto>,1741025075597,
1895,Efavirenz,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1738135,efavirenz,Drug,MAPS_TO,,<auto>,1741025075693,
1736,Mepivacain 1%,-1,,0.67,APPROVED,EQUAL,Finn Fassbender,1741026464548,702774,mepivacaine,Drug,MAPS_TO,,<auto>,1741025075702,
1654,Furosemid+Spironolacton,-1,,0.57,APPROVED,EQUIVALENT,Finn Fassbender,1744820009233,956874,furosemide,Drug,MAPS_TO,,Finn Fassbender,1744820004870,
1654,Furosemid+Spironolacton,-1,,0.57,APPROVED,EQUIVALENT,Finn Fassbender,1744820009233,970250,spironolactone,Drug,MAPS_TO,,Finn Fassbender,1744820008777,
1999,Lormetazepam,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19007977,lormetazepam,Drug,MAPS_TO,,<auto>,1741025075775,
1531,Caroverin,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,44157654,Caroverine,Drug,MAPS_TO,,<auto>,1741025075913,
1971,Naproxen TBL,-1,,0.63,APPROVED,EQUAL,Finn Fassbender,1741026710702,1115008,naproxen,Drug,MAPS_TO,,<auto>,1741025075964,
1571,Budesonid und Formeterol,-1,,0.54,APPROVED,EQUIVALENT,Finn Fassbender,1744821106954,939259,budesonide,Drug,MAPS_TO,,Finn Fassbender,1744821102973,
1571,Budesonid und Formeterol,-1,,0.54,APPROVED,EQUIVALENT,Finn Fassbender,1744821106954,1196677,formoterol,Drug,MAPS_TO,,Finn Fassbender,1744821106080,
1398,Xipamid,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025978877,19010493,xipamide,Drug,MAPS_TO,,<auto>,1741025076054,
2008,Levocetirizin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025936922,1136422,levocetirizine,Drug,MAPS_TO,,<auto>,1741025076113,
1562,Norepinephrin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1321341,norepinephrine,Drug,MAPS_TO,,<auto>,1741025076146,
1647,Losartan,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1367500,losartan,Drug,MAPS_TO,,<auto>,1741025076274,
1678,Eisen II,-1,,0.37,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1934,"Mepivacain 1,5%",-1,,0.53,APPROVED,EQUAL,Finn Fassbender,1741026688779,702774,mepivacaine,Drug,MAPS_TO,,<auto>,1741025076379,
1674,Pankreatin,-1,,0.75,APPROVED,EQUIVALENT,Finn Fassbender,1744819733143,926487,pancreatin,Drug,MAPS_TO,,Finn Fassbender,1744819732645,
1441,Fusidins,-1,,0.61,APPROVED,EQUAL,Finn Fassbender,1741026816249,19010400,fusidate,Drug,MAPS_TO,,<auto>,1741025076409,
1407,Carvedilol,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1346823,carvedilol,Drug,MAPS_TO,,<auto>,1741025076416,
1897,Buprenorphin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,1133201,buprenorphine,Drug,MAPS_TO,,<auto>,1741025076591,
1508,ONDANsetron,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1000560,ondansetron,Drug,MAPS_TO,,<auto>,1741025076688,
1748,Panthenol,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,40231459,panthenol,Drug,MAPS_TO,,<auto>,1741025077145,
1682,Eisen III,-1,,0.47,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1980,Zinkoxid-Harnstoff,-1,,0.44,APPROVED,EQUIVALENT,Finn Fassbender,1744826925124,911064,zinc oxide,Drug,MAPS_TO,,Finn Fassbender,1744826924519,
1425,Gabapentin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,797399,gabapentin,Drug,MAPS_TO,,<auto>,1741025077268,
1746,Mepivacain 2%,-1,,0.66,APPROVED,EQUAL,Finn Fassbender,1741026464548,702774,mepivacaine,Drug,MAPS_TO,,<auto>,1741025077370,
1464,Caspofungin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1718054,caspofungin,Drug,MAPS_TO,,<auto>,1741025077433,
1419,Levodopa +Benserazid,-1,,0.56,APPROVED,EQUIVALENT,Finn Fassbender,1744819849298,789578,levodopa,Drug,MAPS_TO,,Finn Fassbender,1744819847356,
1419,Levodopa +Benserazid,-1,,0.56,APPROVED,EQUIVALENT,Finn Fassbender,1744819849298,19016463,benserazide,Drug,MAPS_TO,,Finn Fassbender,1744819848719,
1920,Losartan+HCT,-1,,0.41,APPROVED,EQUAL,Finn Fassbender,1741026665480,1367500,losartan,Drug,MAPS_TO,,<auto>,1741025077453,
1920,Losartan+HCT,-1,,0.41,APPROVED,EQUAL,Finn Fassbender,1741026665480,974166,hydrochlorothiazide,Drug,MAPS_TO,,Finn Fassbender,1741026654269,
1910,Bupropion,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,750982,bupropion,Drug,MAPS_TO,,<auto>,1741025077467,
1867,Natrium hydrogencarbonat,-1,,0.60,APPROVED,EQUIVALENT,Finn Fassbender,1744826789999,939506,sodium bicarbonate,Drug,MAPS_TO,,Finn Fassbender,1744826789098,
1982,Octenidin,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1366603,octenidine,Drug,MAPS_TO,,<auto>,1741025077524,
1729,Tantum verde Lutschtabletten,-1,,0.23,APPROVED,EQUIVALENT,Finn Fassbender,1744827475655,19019620,benzydamine,Drug,MAPS_TO,,Finn Fassbender,1744827474831,
1912,Ziprasidon,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,712615,ziprasidone,Drug,MAPS_TO,,<auto>,1741025077716,
1427,Pantoprazol,-1,,0.97,APPROVED,EQUAL,Finn Fassbender,1741025989583,948078,pantoprazole,Drug,MAPS_TO,,<auto>,1741025077773,
1658,Macrogol,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,948515,polyethylene glycols,Drug,MAPS_TO,,<auto>,1741025077984,
1880,Galantamin,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,757627,galantamine,Drug,MAPS_TO,,<auto>,1741025077995,
1418,Cefazolin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1771162,cefazolin,Drug,MAPS_TO,,<auto>,1741025078029,
1737,Mepivacain 4%,-1,,0.60,APPROVED,EQUAL,Finn Fassbender,1741026494475,702774,mepivacaine,Drug,MAPS_TO,,<auto>,1741025078124,
1532,CLEMAstin,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1197677,clemastine,Drug,MAPS_TO,,<auto>,1741025078190,
1723,Zolpidem,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,744740,zolpidem,Drug,MAPS_TO,,<auto>,1741025078287,
1606,Teicoplanin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,19078399,teicoplanin,Drug,MAPS_TO,,<auto>,1741025078461,
1885,Levodopa+Benserazid,-1,,0.57,APPROVED,EQUIVALENT,Finn Fassbender,1744819997136,789578,levodopa,Drug,MAPS_TO,,Finn Fassbender,1744819993253,
1885,Levodopa+Benserazid,-1,,0.57,APPROVED,EQUIVALENT,Finn Fassbender,1744819997136,19016463,benserazide,Drug,MAPS_TO,,Finn Fassbender,1744819996560,
1908,Eisen Saccharose,-1,,0.63,APPROVED,EQUIVALENT,Finn Fassbender,1744820625180,1395773,iron sucrose,Drug,MAPS_TO,,Finn Fassbender,1744820622900,
1421,Cefepim,-1,,0.97,APPROVED,EQUAL,Finn Fassbender,1741025978877,1748975,cefepime,Drug,MAPS_TO,,<auto>,1741025078695,
1604,Ganciclovir,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1757803,ganciclovir,Drug,MAPS_TO,,<auto>,1741025078706,
1420,Paracetamol,-1,,0.59,APPROVED,EQUIVALENT,Finn Fassbender,1744820240222,1125315,acetaminophen,Drug,MAPS_TO,,Finn Fassbender,1744820237976,
1451,Meropenem,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1709170,meropenem,Drug,MAPS_TO,,<auto>,1741025078798,
2011,Oculotect Fluid Au-Tr,-1,,0.38,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1492,Natrium perchlorat,-1,,0.74,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
1818,Cabergolin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,1558471,cabergoline,Drug,MAPS_TO,,<auto>,1741025078872,
1680,Telmisartan,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1317640,telmisartan,Drug,MAPS_TO,,<auto>,1741025078965,
1649,Enalapril,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1341927,enalapril,Drug,MAPS_TO,,<auto>,1741025079083,
1423,Cefotaxim,-1,,0.98,APPROVED,EQUAL,Finn Fassbender,1741025953082,1774470,cefotaxime,Drug,MAPS_TO,,<auto>,1741025079134,
1858,Macrogol 3350,-1,,0.68,APPROVED,EQUAL,Finn Fassbender,1741026743089,948515,polyethylene glycols,Drug,MAPS_TO,,Finn Fassbender,1741026742151,
1914,Zolpidem tartrat 2,-1,,0.88,APPROVED,EQUIVALENT,Finn Fassbender,1744819572464,744740,zolpidem,Drug,MAPS_TO,,Finn Fassbender,1744819571875,
1927,Ofloxacin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,923081,ofloxacin,Drug,MAPS_TO,,<auto>,1741025079365,
1605,Gentamycin,-1,,0.77,APPROVED,EQUAL,Finn Fassbender,1741026393289,45892419,gentamicin,Drug,MAPS_TO,,Finn Fassbender,1741026392423,
1486,Paromomycin,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1741025922624,1727443,paromomycin,Drug,MAPS_TO,,<auto>,1741025079471,
1890,Mesalazin,-1,,0.99,APPROVED,EQUAL,Finn Fassbender,1741025953082,968426,mesalamine,Drug,MAPS_TO,,<auto>,1741025079509,
