icd9,icd10,description
20702,C9402,"Acute erythroid leukemia, in relapse"
20710,D45,Polycythemia vera
20711,D45,Polycythemia vera
20712,D45,Polycythemia vera
20720,C9420,Acute megakaryoblastic leukemia not having achieved remission
20721,C9421,"Acute megakaryoblastic leukemia, in remission"
20722,C9422,"Acute megakaryoblastic leukemia, in relapse"
20780,C9430,Mast cell leukemia not having achieved remission
20780,C9480,Other specified leukemias not having achieved remission
20781,C9431,"Mast cell leukemia, in remission"
20781,C9481,"Other specified leukemias, in remission"
20782,C9432,"Mast cell leukemia, in relapse"
20782,C9482,"Other specified leukemias, in relapse"
20800,C9500,Acute leukemia of unspecified cell type not having achieved remission
20801,C9501,"Acute leukemia of unspecified cell type, in remission"
20802,C9502,"Acute leukemia of unspecified cell type, in relapse"
20810,C9510,Chronic leukemia of unspecified cell type not having achieved remission
20811,C9511,"Chronic leukemia of unspecified cell type, in remission"
20812,C9512,"Chronic leukemia of unspecified cell type, in relapse"
20820,C9590,"Leukemia, unspecified not having achieved remission"
20821,C9591,"Leukemia, unspecified, in remission"
20822,C9592,"Leukemia, unspecified, in relapse"
20880,C9590,"Leukemia, unspecified not having achieved remission"
20881,C9591,"Leukemia, unspecified, in remission"
20882,C9592,"Leukemia, unspecified, in relapse"
20890,C9590,"Leukemia, unspecified not having achieved remission"
20891,C9591,"Leukemia, unspecified, in remission"
20892,C9592,"Leukemia, unspecified, in relapse"
20900,C7A019,"Malignant carcinoid tumor of the small intestine, unspecified portion"
20901,C7A010,Malignant carcinoid tumor of the duodenum
20902,C7A011,Malignant carcinoid tumor of the jejunum
20903,C7A012,Malignant carcinoid tumor of the ileum
20910,C7A029,"Malignant carcinoid tumor of the large intestine, unspecified portion"
20911,C7A020,Malignant carcinoid tumor of the appendix
20912,C7A021,Malignant carcinoid tumor of the cecum
20913,C7A022,Malignant carcinoid tumor of the ascending colon
20914,C7A023,Malignant carcinoid tumor of the transverse colon
20915,C7A024,Malignant carcinoid tumor of the descending colon
20916,C7A025,Malignant carcinoid tumor of the sigmoid colon
20917,C7A026,Malignant carcinoid tumor of the rectum
20920,C7A00,Malignant carcinoid tumor of unspecified site
20921,C7A090,Malignant carcinoid tumor of the bronchus and lung
20922,C7A091,Malignant carcinoid tumor of the thymus
20923,C7A092,Malignant carcinoid tumor of the stomach
20924,C7A093,Malignant carcinoid tumor of the kidney
20925,C7A094,"Malignant carcinoid tumor of the foregut, unspecified"
20926,C7A095,"Malignant carcinoid tumor of the midgut, unspecified"
20927,C7A096,"Malignant carcinoid tumor of the hindgut, unspecified"
20929,C7A098,Malignant carcinoid tumors of other sites
20930,C7A1,Malignant poorly differentiated neuroendocrine tumors
20931,C4A0,Merkel cell carcinoma of lip
20931,C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus"
20931,C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal
20931,C4A30,Merkel cell carcinoma of unspecified part of face
20931,C4A39,Merkel cell carcinoma of other parts of face
20932,C4A4,Merkel cell carcinoma of scalp and neck
20933,C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder"
20934,C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip"
20935,C4A59,Merkel cell carcinoma of other part of trunk
20936,C4A8,Merkel cell carcinoma of overlapping sites
20936,C4A9,"Merkel cell carcinoma, unspecified"
20940,D3A019,"Benign carcinoid tumor of the small intestine, unspecified portion"
20941,D3A010,Benign carcinoid tumor of the duodenum
20942,D3A011,Benign carcinoid tumor of the jejunum
20943,D3A012,Benign carcinoid tumor of the ileum
20950,D3A029,"Benign carcinoid tumor of the large intestine, unspecified portion"
20951,D3A020,Benign carcinoid tumor of the appendix
20952,D3A021,Benign carcinoid tumor of the cecum
20953,D3A022,Benign carcinoid tumor of the ascending colon
20954,D3A023,Benign carcinoid tumor of the transverse colon
20955,D3A024,Benign carcinoid tumor of the descending colon
20956,D3A025,Benign carcinoid tumor of the sigmoid colon
20957,D3A026,Benign carcinoid tumor of the rectum
20960,D3A00,Benign carcinoid tumor of unspecified site
20961,D3A090,Benign carcinoid tumor of the bronchus and lung
20962,D3A091,Benign carcinoid tumor of the thymus
20963,D3A092,Benign carcinoid tumor of the stomach
20964,D3A093,Benign carcinoid tumor of the kidney
20965,D3A094,"Benign carcinoid tumor of the foregut, unspecified"
20966,D3A095,"Benign carcinoid tumor of the midgut, unspecified"
20967,D3A096,"Benign carcinoid tumor of the hindgut, unspecified"
20969,D3A098,Benign carcinoid tumors of other sites
20970,C7B00,"Secondary carcinoid tumors, unspecified site"
20971,C7B01,Secondary carcinoid tumors of distant lymph nodes
20972,C7B02,Secondary carcinoid tumors of liver
20973,C7B03,Secondary carcinoid tumors of bone
20974,C7B04,Secondary carcinoid tumors of peritoneum
20975,C7B1,Secondary Merkel cell carcinoma
20979,C7B09,Secondary carcinoid tumors of other sites
20979,C7B8,Other secondary neuroendocrine tumors
2100,D100,Benign neoplasm of lip
2101,D101,Benign neoplasm of tongue
2102,D119,"Benign neoplasm of major salivary gland, unspecified"
2103,D102,Benign neoplasm of floor of mouth
2104,D1030,Benign neoplasm of unspecified part of mouth
2104,D1039,Benign neoplasm of other parts of mouth
2105,D104,Benign neoplasm of tonsil
2106,D105,Benign neoplasm of other parts of oropharynx
2107,D106,Benign neoplasm of nasopharynx
2108,D107,Benign neoplasm of hypopharynx
2109,D109,"Benign neoplasm of pharynx, unspecified"
2110,D130,Benign neoplasm of esophagus
2111,D131,Benign neoplasm of stomach
2111,K317,Polyp of stomach and duodenum
2112,D132,Benign neoplasm of duodenum
2112,D1330,Benign neoplasm of unspecified part of small intestine
2112,D1339,Benign neoplasm of other parts of small intestine
2113,D120,Benign neoplasm of cecum
2113,D121,Benign neoplasm of appendix
2113,D126,"Benign neoplasm of colon, unspecified"
2113,K635,Polyp of colon
2114,D127,Benign neoplasm of rectosigmoid junction
2114,D128,Benign neoplasm of rectum
2114,D129,Benign neoplasm of anus and anal canal
2115,D134,Benign neoplasm of liver
2115,D135,Benign neoplasm of extrahepatic bile ducts
2116,D136,Benign neoplasm of pancreas
2117,D137,Benign neoplasm of endocrine pancreas
2118,D200,Benign neoplasm of soft tissue of retroperitoneum
2118,D201,Benign neoplasm of soft tissue of peritoneum
2119,D139,Benign neoplasm of ill-defined sites within the digestive system
2120,D140,"Benign neoplasm of middle ear, nasal cavity and accessory sinuses"
2121,D141,Benign neoplasm of larynx
2122,D142,Benign neoplasm of trachea
2123,D1430,Benign neoplasm of unspecified bronchus and lung
2124,D190,Benign neoplasm of mesothelial tissue of pleura
2125,D152,Benign neoplasm of mediastinum
2126,D150,Benign neoplasm of thymus
2127,D151,Benign neoplasm of heart
2128,D157,Benign neoplasm of other specified intrathoracic organs
2129,D144,"Benign neoplasm of respiratory system, unspecified"
2129,D159,"Benign neoplasm of intrathoracic organ, unspecified"
2130,D164,Benign neoplasm of bones of skull and face
2131,D165,Benign neoplasm of lower jaw bone
2132,D166,Benign neoplasm of vertebral column
2133,D167,"Benign neoplasm of ribs, sternum and clavicle"
2134,D1600,Benign neoplasm of scapula and long bones of unspecified upper limb
2135,D1610,Benign neoplasm of short bones of unspecified upper limb
2136,D168,"Benign neoplasm of pelvic bones, sacrum and coccyx"
2137,D1620,Benign neoplasm of long bones of unspecified lower limb
2138,D1630,Benign neoplasm of short bones of unspecified lower limb
2139,D169,"Benign neoplasm of bone and articular cartilage, unspecified"
2140,D170,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck"
2141,D171,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk
2141,D1730,Benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified sites
2141,D1739,Benign lipomatous neoplasm of skin and subcutaneous tissue of other sites
2142,D174,Benign lipomatous neoplasm of intrathoracic organs
2143,D175,Benign lipomatous neoplasm of intra-abdominal organs
2143,D1771,Benign lipomatous neoplasm of kidney
2144,D176,Benign lipomatous neoplasm of spermatic cord
2148,D1779,Benign lipomatous neoplasm of other sites
2149,D179,"Benign lipomatous neoplasm, unspecified"
2150,D210,"Benign neoplasm of connective and other soft tissue of head, face and neck"
2152,D2110,"Benign neoplasm of connective and other soft tissue of unspecified upper limb, including shoulder"
2153,D2120,"Benign neoplasm of connective and other soft tissue of unspecified lower limb, including hip"
2154,D213,Benign neoplasm of connective and other soft tissue of thorax
2155,D214,Benign neoplasm of connective and other soft tissue of abdomen
2156,D215,Benign neoplasm of connective and other soft tissue of pelvis
2157,D216,"Benign neoplasm of connective and other soft tissue of trunk, unspecified"
2158,D219,"Benign neoplasm of connective and other soft tissue, unspecified"
2159,D219,"Benign neoplasm of connective and other soft tissue, unspecified"
2160,D230,Other benign neoplasm of skin of lip
2161,D2310,"Other benign neoplasm of skin of unspecified eyelid, including canthus"
2162,D2320,Other benign neoplasm of skin of unspecified ear and external auricular canal
2163,D2330,Other benign neoplasm of skin of unspecified part of face
2163,D2339,Other benign neoplasm of skin of other parts of face
2164,D234,Other benign neoplasm of skin of scalp and neck
2165,D235,Other benign neoplasm of skin of trunk
2166,D2360,"Other benign neoplasm of skin of unspecified upper limb, including shoulder"
2167,D2370,"Other benign neoplasm of skin of unspecified lower limb, including hip"
2168,D229,"Melanocytic nevi, unspecified"
2168,D239,"Other benign neoplasm of skin, unspecified"
2169,D239,"Other benign neoplasm of skin, unspecified"
217,D241,Benign neoplasm of right breast
2180,D250,Submucous leiomyoma of uterus
2181,D251,Intramural leiomyoma of uterus
2182,D252,Subserosal leiomyoma of uterus
2189,D259,"Leiomyoma of uterus, unspecified"
2190,D260,Other benign neoplasm of cervix uteri
2191,D261,Other benign neoplasm of corpus uteri
2198,D267,Other benign neoplasm of other parts of uterus
2199,D269,"Other benign neoplasm of uterus, unspecified"
220,D279,Benign neoplasm of unspecified ovary
2210,D282,Benign neoplasm of uterine tubes and ligaments
2211,D281,Benign neoplasm of vagina
2212,D280,Benign neoplasm of vulva
2218,D287,Benign neoplasm of other specified female genital organs
2219,D289,"Benign neoplasm of female genital organ, unspecified"
2220,D2920,Benign neoplasm of unspecified testis
2221,D290,Benign neoplasm of penis
2222,D291,Benign neoplasm of prostate
2223,D2930,Benign neoplasm of unspecified epididymis
2224,D294,Benign neoplasm of scrotum
2228,D298,Benign neoplasm of other specified male genital organs
2229,D299,"Benign neoplasm of male genital organ, unspecified"
2230,D3000,Benign neoplasm of unspecified kidney
2231,D3010,Benign neoplasm of unspecified renal pelvis
2232,D3020,Benign neoplasm of unspecified ureter
2233,D303,Benign neoplasm of bladder
22381,D304,Benign neoplasm of urethra
22389,D308,Benign neoplasm of other specified urinary organs
2239,D309,"Benign neoplasm of urinary organ, unspecified"
2240,D3140,Benign neoplasm of unspecified ciliary body
2241,D3160,Benign neoplasm of unspecified site of unspecified orbit
2242,D3150,Benign neoplasm of unspecified lacrimal gland and duct
2243,D3100,Benign neoplasm of unspecified conjunctiva
2244,D3110,Benign neoplasm of unspecified cornea
2245,D3120,Benign neoplasm of unspecified retina
2246,D3130,Benign neoplasm of unspecified choroid
2247,D3150,Benign neoplasm of unspecified lacrimal gland and duct
2248,D3190,Benign neoplasm of unspecified part of unspecified eye
2249,D3190,Benign neoplasm of unspecified part of unspecified eye
2250,D332,"Benign neoplasm of brain, unspecified"
2251,D333,Benign neoplasm of cranial nerves
2252,D320,Benign neoplasm of cerebral meninges
2252,D329,"Benign neoplasm of meninges, unspecified"
2253,D334,Benign neoplasm of spinal cord
2254,D321,Benign neoplasm of spinal meninges
2258,D337,Benign neoplasm of other specified parts of central nervous system
2259,D339,"Benign neoplasm of central nervous system, unspecified"
226,D34,Benign neoplasm of thyroid gland
2270,D3500,Benign neoplasm of unspecified adrenal gland
2271,D351,Benign neoplasm of parathyroid gland
2273,D352,Benign neoplasm of pituitary gland
2273,D353,Benign neoplasm of craniopharyngeal duct
2274,D354,Benign neoplasm of pineal gland
2275,D355,Benign neoplasm of carotid body
2276,D356,Benign neoplasm of aortic body and other paraganglia
2278,D357,Benign neoplasm of other specified endocrine glands
2279,D359,"Benign neoplasm of endocrine gland, unspecified"
22800,D1800,Hemangioma unspecified site
22801,D1801,Hemangioma of skin and subcutaneous tissue
22802,D1802,Hemangioma of intracranial structures
22803,D1809,Hemangioma of other sites
22804,D1803,Hemangioma of intra-abdominal structures
22809,D1809,Hemangioma of other sites
2281,D181,"Lymphangioma, any site"
2290,D360,Benign neoplasm of lymph nodes
2298,D367,Benign neoplasm of other specified sites
2299,D369,"Benign neoplasm, unspecified site"
2300,D0000,"Carcinoma in situ of oral cavity, unspecified site"
2300,D0001,Carcinoma in situ of labial mucosa and vermilion border
2300,D0002,Carcinoma in situ of buccal mucosa
2300,D0003,Carcinoma in situ of gingiva and edentulous alveolar ridge
2300,D0004,Carcinoma in situ of soft palate
2300,D0005,Carcinoma in situ of hard palate
2300,D0006,Carcinoma in situ of floor of mouth
2300,D0007,Carcinoma in situ of tongue
2300,D0008,Carcinoma in situ of pharynx
2301,D001,Carcinoma in situ of esophagus
2302,D002,Carcinoma in situ of stomach
2303,D010,Carcinoma in situ of colon
2304,D011,Carcinoma in situ of rectosigmoid junction
2304,D012,Carcinoma in situ of rectum
2305,D013,Carcinoma in situ of anus and anal canal
2306,D013,Carcinoma in situ of anus and anal canal
2307,D0140,Carcinoma in situ of unspecified part of intestine
2307,D0149,Carcinoma in situ of other parts of intestine
2308,D015,"Carcinoma in situ of liver, gallbladder and bile ducts"
2309,D017,Carcinoma in situ of other specified digestive organs
2309,D019,"Carcinoma in situ of digestive organ, unspecified"
2310,D020,Carcinoma in situ of larynx
2311,D021,Carcinoma in situ of trachea
2312,D0220,Carcinoma in situ of unspecified bronchus and lung
2318,D023,Carcinoma in situ of other parts of respiratory system
2319,D024,"Carcinoma in situ of respiratory system, unspecified"
2320,D040,Carcinoma in situ of skin of lip
2321,D0410,"Carcinoma in situ of skin of unspecified eyelid, including canthus"
2322,D0420,Carcinoma in situ of skin of unspecified ear and external auricular canal
2323,D0430,Carcinoma in situ of skin of unspecified part of face
2323,D0439,Carcinoma in situ of skin of other parts of face
2324,D044,Carcinoma in situ of skin of scalp and neck
2325,D045,Carcinoma in situ of skin of trunk
2326,D0460,"Carcinoma in situ of skin of unspecified upper limb, including shoulder"
2327,D0470,"Carcinoma in situ of skin of unspecified lower limb, including hip"
2328,D048,Carcinoma in situ of skin of other sites
2329,D049,"Carcinoma in situ of skin, unspecified"
2330,D0590,Unspecified type of carcinoma in situ of unspecified breast
2331,D069,"Carcinoma in situ of cervix, unspecified"
2332,D070,Carcinoma in situ of endometrium
23330,D0730,Carcinoma in situ of unspecified female genital organs
23331,D072,Carcinoma in situ of vagina
23332,D071,Carcinoma in situ of vulva
23339,D0739,Carcinoma in situ of other female genital organs
2334,D075,Carcinoma in situ of prostate
2335,D074,Carcinoma in situ of penis
2336,D0760,Carcinoma in situ of unspecified male genital organs
2336,D0769,Carcinoma in situ of other male genital organs
2337,D090,Carcinoma in situ of bladder
2339,D0910,Carcinoma in situ of unspecified urinary organ
2339,D0919,Carcinoma in situ of other urinary organs
2340,D0920,Carcinoma in situ of unspecified eye
2348,D093,Carcinoma in situ of thyroid and other endocrine glands
2348,D098,Carcinoma in situ of other specified sites
2349,D099,"Carcinoma in situ, unspecified"
2350,D37030,Neoplasm of uncertain behavior of the parotid salivary glands
2350,D37031,Neoplasm of uncertain behavior of the sublingual salivary glands
2350,D37032,Neoplasm of uncertain behavior of the submandibular salivary glands
2350,D37039,"Neoplasm of uncertain behavior of the major salivary glands, unspecified"
2351,D3701,Neoplasm of uncertain behavior of lip
2351,D3702,Neoplasm of uncertain behavior of tongue
2351,D3704,Neoplasm of uncertain behavior of the minor salivary glands
2351,D3705,Neoplasm of uncertain behavior of pharynx
2352,D371,Neoplasm of uncertain behavior of stomach
2352,D372,Neoplasm of uncertain behavior of small intestine
2352,D374,Neoplasm of uncertain behavior of colon
2352,D375,Neoplasm of uncertain behavior of rectum
2353,D376,"Neoplasm of uncertain behavior of liver, gallbladder and bile ducts"
2354,D483,Neoplasm of uncertain behavior of retroperitoneum
2354,D484,Neoplasm of uncertain behavior of peritoneum
2355,D378,Neoplasm of uncertain behavior of other specified digestive organs
2355,D379,"Neoplasm of uncertain behavior of digestive organ, unspecified"
2356,D380,Neoplasm of uncertain behavior of larynx
2357,D381,"Neoplasm of uncertain behavior of trachea, bronchus and lung"
2358,D382,Neoplasm of uncertain behavior of pleura
2358,D383,Neoplasm of uncertain behavior of mediastinum
2358,D384,Neoplasm of uncertain behavior of thymus
2359,D385,Neoplasm of uncertain behavior of other respiratory organs
2359,D386,"Neoplasm of uncertain behavior of respiratory organ, unspecified"
2360,D390,Neoplasm of uncertain behavior of uterus
2361,D392,Neoplasm of uncertain behavior of placenta
2362,D3910,Neoplasm of uncertain behavior of unspecified ovary
2363,D398,Neoplasm of uncertain behavior of other specified female genital organs
2363,D399,"Neoplasm of uncertain behavior of female genital organ, unspecified"
2364,D4010,Neoplasm of uncertain behavior of unspecified testis
2365,D400,Neoplasm of uncertain behavior of prostate
2366,D408,Neoplasm of uncertain behavior of other specified male genital organs
2366,D409,"Neoplasm of uncertain behavior of male genital organ, unspecified"
2367,D414,Neoplasm of uncertain behavior of bladder
23690,D419,Neoplasm of uncertain behavior of unspecified urinary organ
23691,D4100,Neoplasm of uncertain behavior of unspecified kidney
23691,D4120,Neoplasm of uncertain behavior of unspecified ureter
23699,D418,Neoplasm of uncertain behavior of other specified urinary organs
2370,D443,Neoplasm of uncertain behavior of pituitary gland
2370,D444,Neoplasm of uncertain behavior of craniopharyngeal duct
2371,D445,Neoplasm of uncertain behavior of pineal gland
2372,D4410,Neoplasm of uncertain behavior of unspecified adrenal gland
2373,D446,Neoplasm of uncertain behavior of carotid body
2373,D447,Neoplasm of uncertain behavior of aortic body and other paraganglia
2374,D440,Neoplasm of uncertain behavior of thyroid gland
2374,D442,Neoplasm of uncertain behavior of parathyroid gland
2374,D449,Neoplasm of uncertain behavior of unspecified endocrine gland
2375,D432,"Neoplasm of uncertain behavior of brain, unspecified"
2375,D434,Neoplasm of uncertain behavior of spinal cord
2376,D420,Neoplasm of uncertain behavior of cerebral meninges
2376,D421,Neoplasm of uncertain behavior of spinal meninges
2376,D429,"Neoplasm of uncertain behavior of meninges, unspecified"
23770,Q8500,"Neurofibromatosis, unspecified"
23771,Q8501,"Neurofibromatosis, type 1"
23772,Q8502,"Neurofibromatosis, type 2"
23773,Q8503,Schwannomatosis
23779,Q8509,Other neurofibromatosis
2379,D433,Neoplasm of uncertain behavior of cranial nerves
2379,D438,Neoplasm of uncertain behavior of other specified parts of central nervous system
2379,D439,"Neoplasm of uncertain behavior of central nervous system, unspecified"
2380,D480,Neoplasm of uncertain behavior of bone and articular cartilage
2381,D481,Neoplasm of uncertain behavior of connective and other soft tissue
2382,D485,Neoplasm of uncertain behavior of skin
2383,D4860,Neoplasm of uncertain behavior of unspecified breast
2384,D45,Polycythemia vera
2385,D4701,Cutaneous mastocytosis
2385,D4702,Systemic mastocytosis
2385,D4709,Other mast cell neoplasms of uncertain behavior
2386,D47Z9,"Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
23871,D473,Essential (hemorrhagic) thrombocythemia
23872,D460,"Refractory anemia without ring sideroblasts, so stated"
23872,D461,Refractory anemia with ring sideroblasts
23872,D4620,"Refractory anemia with excess of blasts, unspecified"
23872,D4621,Refractory anemia with excess of blasts 1
23872,D46A,Refractory cytopenia with multilineage dysplasia
23872,D46B,Refractory cytopenia with multilineage dysplasia and ring sideroblasts
23873,D4622,Refractory anemia with excess of blasts 2
23874,D46C,Myelodysplastic syndrome with isolated del(5q) chromosomal abnormality
23875,D469,"Myelodysplastic syndrome, unspecified"
23876,D471,Chronic myeloproliferative disease
23877,D47Z1,Post-transplant lymphoproliferative disorder (PTLD)
23879,C9440,Acute panmyelosis with myelofibrosis not having achieved remission
23879,C9441,"Acute panmyelosis with myelofibrosis, in remission"
23879,C9442,"Acute panmyelosis with myelofibrosis, in relapse"
23879,D471,Chronic myeloproliferative disease
23879,D479,"Neoplasm of uncertain behavior of lymphoid, hematopoietic and related tissue, unspecified"
23879,D47Z2,Castleman disease
23879,D47Z9,"Other specified neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue"
2388,D487,Neoplasm of uncertain behavior of other specified sites
2389,D489,"Neoplasm of uncertain behavior, unspecified"
2390,D490,Neoplasm of unspecified behavior of digestive system
2391,D491,Neoplasm of unspecified behavior of respiratory system
2392,D492,"Neoplasm of unspecified behavior of bone, soft tissue, and skin"
2393,D493,Neoplasm of unspecified behavior of breast
2394,D494,Neoplasm of unspecified behavior of bladder
2395,D49511,Neoplasm of unspecified behavior of right kidney
2395,D49512,Neoplasm of unspecified behavior of left kidney
2395,D49519,Neoplasm of unspecified behavior of unspecified kidney
2395,D4959,Neoplasm of unspecified behavior of other genitourinary organ
2396,D496,Neoplasm of unspecified behavior of brain
2397,D497,Neoplasm of unspecified behavior of endocrine glands and other parts of nervous system
23981,D4981,Neoplasm of unspecified behavior of retina and choroid
23989,D4989,Neoplasm of unspecified behavior of other specified sites
2399,D499,Neoplasm of unspecified behavior of unspecified site
2400,E040,Nontoxic diffuse goiter
2409,E012,"Iodine-deficiency related (endemic) goiter, unspecified"
2409,E049,"Nontoxic goiter, unspecified"
2410,E041,Nontoxic single thyroid nodule
2411,E042,Nontoxic multinodular goiter
2419,E049,"Nontoxic goiter, unspecified"
24200,E0500,Thyrotoxicosis with diffuse goiter without thyrotoxic crisis or storm
24201,E0501,Thyrotoxicosis with diffuse goiter with thyrotoxic crisis or storm
24210,E0510,Thyrotoxicosis with toxic single thyroid nodule without thyrotoxic crisis or storm
24211,E0511,Thyrotoxicosis with toxic single thyroid nodule with thyrotoxic crisis or storm
24220,E0520,Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm
24221,E0521,Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm
24230,E0520,Thyrotoxicosis with toxic multinodular goiter without thyrotoxic crisis or storm
24231,E0521,Thyrotoxicosis with toxic multinodular goiter with thyrotoxic crisis or storm
24240,E0530,Thyrotoxicosis from ectopic thyroid tissue without thyrotoxic crisis or storm
24241,E0531,Thyrotoxicosis from ectopic thyroid tissue with thyrotoxic crisis or storm
24280,E0540,Thyrotoxicosis factitia without thyrotoxic crisis or storm
24280,E0580,Other thyrotoxicosis without thyrotoxic crisis or storm
24281,E0541,Thyrotoxicosis factitia with thyrotoxic crisis or storm
24281,E0581,Other thyrotoxicosis with thyrotoxic crisis or storm
24290,E0590,"Thyrotoxicosis, unspecified without thyrotoxic crisis or storm"
24291,E0591,"Thyrotoxicosis, unspecified with thyrotoxic crisis or storm"
243,E009,"Congenital iodine-deficiency syndrome, unspecified"
2440,E890,Postprocedural hypothyroidism
2441,E890,Postprocedural hypothyroidism
2442,E032,Hypothyroidism due to medicaments and other exogenous substances
2443,E032,Hypothyroidism due to medicaments and other exogenous substances
2448,E018,Other iodine-deficiency related thyroid disorders and allied conditions
2448,E038,Other specified hypothyroidism
2449,E039,"Hypothyroidism, unspecified"
2450,E060,Acute thyroiditis
2451,E061,Subacute thyroiditis
2452,E063,Autoimmune thyroiditis
2453,E065,Other chronic thyroiditis
2454,E064,Drug-induced thyroiditis
2458,E065,Other chronic thyroiditis
2459,E069,"Thyroiditis, unspecified"
2460,E070,Hypersecretion of calcitonin
2461,E071,Dyshormogenetic goiter
2462,E041,Nontoxic single thyroid nodule
2463,E0789,Other specified disorders of thyroid
2468,E034,Atrophy of thyroid (acquired)
2468,E0789,Other specified disorders of thyroid
2469,E079,"Disorder of thyroid, unspecified"
24900,E089,Diabetes mellitus due to underlying condition without complications
24900,E099,Drug or chemical induced diabetes mellitus without complications
24900,E139,Other specified diabetes mellitus without complications
24901,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24901,E0965,Drug or chemical induced diabetes mellitus with hyperglycemia
24910,E0810,Diabetes mellitus due to underlying condition with ketoacidosis without coma
24910,E0910,Drug or chemical induced diabetes mellitus with ketoacidosis without coma
24910,E1310,Other specified diabetes mellitus with ketoacidosis without coma
24911,E0810,Diabetes mellitus due to underlying condition with ketoacidosis without coma
24911,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24911,E0910,Drug or chemical induced diabetes mellitus with ketoacidosis without coma
24920,E0801,Diabetes mellitus due to underlying condition with hyperosmolarity with coma
24920,E0901,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma
24920,E1300,Other specified diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
24921,E0801,Diabetes mellitus due to underlying condition with hyperosmolarity with coma
24921,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24921,E0901,Drug or chemical induced diabetes mellitus with hyperosmolarity with coma
24930,E0811,Diabetes mellitus due to underlying condition with ketoacidosis with coma
24930,E08641,Diabetes mellitus due to underlying condition with hypoglycemia with coma
24930,E0911,Drug or chemical induced diabetes mellitus with ketoacidosis with coma
24930,E09641,Drug or chemical induced diabetes mellitus with hypoglycemia with coma
24930,E1311,Other specified diabetes mellitus with ketoacidosis with coma
24930,E13641,Other specified diabetes mellitus with hypoglycemia with coma
24931,E0811,Diabetes mellitus due to underlying condition with ketoacidosis with coma
24931,E0911,Drug or chemical induced diabetes mellitus with ketoacidosis with coma
24931,E0965,Drug or chemical induced diabetes mellitus with hyperglycemia
24940,E0821,Diabetes mellitus due to underlying condition with diabetic nephropathy
24940,E0921,Drug or chemical induced diabetes mellitus with diabetic nephropathy
24941,E0821,Diabetes mellitus due to underlying condition with diabetic nephropathy
24941,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24941,E0921,Drug or chemical induced diabetes mellitus with diabetic nephropathy
24950,E08311,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema
24950,E08319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema
24950,E0836,Diabetes mellitus due to underlying condition with diabetic cataract
24950,E0837X,
24950,E0837X,
24950,E0837X,
24950,E0837X,
24950,E0839,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication
24950,E09311,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema
24950,E09319,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema
24950,E0936,Drug or chemical induced diabetes mellitus with diabetic cataract
24950,E0937X,
24950,E0937X,
24950,E0937X,
24950,E0937X,
24950,E0939,Drug or chemical induced diabetes mellitus with other diabetic ophthalmic complication
24950,E1339,Other specified diabetes mellitus with other diabetic ophthalmic complication
24951,E08311,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema
24951,E08319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema
24951,E0836,Diabetes mellitus due to underlying condition with diabetic cataract
24951,E0839,Diabetes mellitus due to underlying condition with other diabetic ophthalmic complication
24951,E0865,Diabetes mellitus due to underlying condition with hyperglycemia
24951,E09311,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy with macular edema
24951,E09319,Drug or chemical induced diabetes mellitus with unspecified diabetic retinopathy without macular edema
24951,E0936,Drug or chemical induced diabetes mellitus with diabetic cataract
24951,E0939,Drug or chemical induced diabetes mellitus with other diabetic ophthalmic complication
24960,E0840,"Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified"
24960,E0841,Diabetes mellitus due to underlying condition with diabetic mononeuropathy
24960,E0842,Diabetes mellitus due to underlying condition with diabetic polyneuropathy
24960,E0843,Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy
24960,E0844,Diabetes mellitus due to underlying condition with diabetic amyotrophy
24960,E0849,Diabetes mellitus due to underlying condition with other diabetic neurological complication
