ITEMID,COALESCED_CONCEPT_NAME,LABEL,FLUID,CATEGORY,LOINC_CODE,LOINC_CONCEPT_NAME,LOINC_CODE_MATCH,MAPPED_CONCEPT_CODE,MAPPED_CONCEPT_NAME
50846,Osmolality of Peritoneal fluid,"Osmolality, Ascites",Ascites,Chemistry,2691-4,,true,2691-4,Osmolality of Peritoneal fluid
50847,Potassium [Moles/volume] in Peritoneal fluid,"Potassium, Ascites",Ascites,Chemistry,49789-1,,true,49789-1,Potassium [Moles/volume] in Peritoneal fluid
50848,Sodium [Moles/volume] in Peritoneal fluid,"Sodium, Ascites",Ascites,Chemistry,49790-9,,true,49790-9,Sodium [Moles/volume] in Peritoneal fluid
50849,Protein [Mass/volume] in Peritoneal fluid,"Total Protein, Ascites",Ascites,Chemistry,2883-7,,true,2883-7,Protein [Mass/volume] in Peritoneal fluid
50850,Triglyceride [Mass/volume] in Peritoneal fluid,"Triglycerides, Ascites",Ascites,Chemistry,14447-7,,true,14447-7,Triglyceride [Mass/volume] in Peritoneal fluid
50851,Urea nitrogen [Mass/volume] in Peritoneal fluid,"Urea Nitrogen, Ascites",Ascites,Chemistry,12265-5,,true,12265-5,Urea nitrogen [Mass/volume] in Peritoneal fluid
50852,Hemoglobin A1c/Hemoglobin.total in Blood,% Hemoglobin A1c,Blood,Chemistry,4548-4,,true,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood
50853,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,25-OH Vitamin D,Blood,Chemistry,,,false,1989-3,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma
50854,Hemoglobin A1c [Mass/volume] in Blood,Absolute A1c,Blood,Chemistry,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,false,41995-2,Hemoglobin A1c [Mass/volume] in Blood
50855,Hemoglobin [Mass/volume] in Blood,Absolute Hemoglobin,Blood,Chemistry,718-7,,true,718-7,Hemoglobin [Mass/volume] in Blood
50856,Acetaminophen [Mass/volume] in Serum or Plasma,Acetaminophen,Blood,Chemistry,3297-9,Acetaminophen [Presence] in Serum or Plasma,false,3298-7,Acetaminophen [Mass/volume] in Serum or Plasma
50857,Acetone [Presence] in Serum or Plasma,Acetone,Blood,Chemistry,5567-3,,true,5567-3,Acetone [Presence] in Serum or Plasma
50858,Acid phosphatase [Enzymatic activity/volume] in Serum or Plasma,Acid Phosphatase,Blood,Chemistry,1715-2,,true,1715-2,Acid phosphatase [Enzymatic activity/volume] in Serum or Plasma
50859,Non prostatic acid phosphatase [Enzymatic activity/volume] in Serum or Plasma,"Acid Phosphatase, Non-Prostatic",Blood,Chemistry,,,false,12173-1,Non prostatic acid phosphatase [Enzymatic activity/volume] in Serum or Plasma
50860,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,"AFP, Maternal Screen",Blood,Chemistry,,,false,1834-1,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma
50861,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Alanine Aminotransferase (ALT),Blood,Chemistry,1742-6,,true,1742-6,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma
50862,Albumin [Mass/volume] in Serum or Plasma,Albumin,Blood,Chemistry,1751-7,,true,1751-7,Albumin [Mass/volume] in Serum or Plasma
50863,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,Alkaline Phosphatase,Blood,Chemistry,6768-6,,true,6768-6,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma
50864,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma,Alpha-Fetoprotein,Blood,Chemistry,1834-1,,true,1834-1,Alpha-1-Fetoprotein [Mass/volume] in Serum or Plasma
50865,Amikacin [Mass/volume] in Serum or Plasma,Amikacin,Blood,Chemistry,,,false,35669-1,Amikacin [Mass/volume] in Serum or Plasma
50866,Ammonia [Moles/volume] in Plasma,Ammonia,Blood,Chemistry,16362-6,,true,16362-6,Ammonia [Moles/volume] in Plasma
50867,Amylase [Enzymatic activity/volume] in Serum or Plasma,Amylase,Blood,Chemistry,1798-8,,true,1798-8,Amylase [Enzymatic activity/volume] in Serum or Plasma
50868,Anion gap 4 in Serum or Plasma,Anion Gap,Blood,Chemistry,1863-0,,true,1863-0,Anion gap 4 in Serum or Plasma
50869,Gliadin peptide+tissue transglutaminase IgA+IgG Ab [Presence] in Serum by Immunoassay,Anti-DGP (IgA/IgG),Blood,Chemistry,,,false,63420-4,Gliadin peptide+tissue transglutaminase IgA+IgG Ab [Presence] in Serum by Immunoassay
50870,Gliadin peptide IgA Ab [Units/volume] in Serum,"Anti-Gliadin Antibody, IgA",Blood,Chemistry,7893-1,Gliadin Ab [Units/volume] in Serum,false,58709-7,Gliadin peptide IgA Ab [Units/volume] in Serum
50871,Mitochondria Ab [Presence] in Serum by Immunofluorescence,Anti-Mitochondrial Antibody,Blood,Chemistry,14236-4,Mitochondria Ab [Presence] in Serum,false,17284-1,Mitochondria Ab [Presence] in Serum by Immunofluorescence
50872,Neutrophil cytoplasmic Ab [Presence] in Serum,Anti-Neutrophil Cytoplasmic Antibody,Blood,Chemistry,35279-9,Neutrophil cytoplasmic Ab [Presence] in Serum by Immunofluorescence,false,17351-8,Neutrophil cytoplasmic Ab [Presence] in Serum
50873,Nuclear Ab [Presence] in Serum,Anti-Nuclear Antibody,Blood,Chemistry,5047-6,Nuclear Ab [Units/volume] in Serum by Immunoassay,false,8061-4,Nuclear Ab [Presence] in Serum
50874,Nuclear Ab [Titer] in Serum by Immunofluorescence,"Anti-Nuclear Antibody, Titer",Blood,Chemistry,8061-4,Nuclear Ab [Presence] in Serum,false,5048-4,Nuclear Ab [Titer] in Serum by Immunofluorescence
50875,Parietal cell Ab [Presence] in Serum,Anti-Parietal Cell Antibody,Blood,Chemistry,26969-6,Parietal cell Ab [Presence] in Serum by Immunofluorescence,false,14241-4,Parietal cell Ab [Presence] in Serum
50876,Smooth muscle Ab [Presence] in Serum,Anti-Smooth Muscle Antibody,Blood,Chemistry,14252-1,,true,14252-1,Smooth muscle Ab [Presence] in Serum
50877,Thyroglobulin Ab [Units/volume] in Serum or Plasma,Anti-Thyroglobulin Antibodies,Blood,Chemistry,5380-1,Thyroglobulin Ab [Units/volume] in Serum by Radioimmunoassay (RIA),false,8098-6,Thyroglobulin Ab [Units/volume] in Serum or Plasma
50878,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,Asparate Aminotransferase (AST),Blood,Chemistry,1920-8,,true,1920-8,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma
50879,"Barbiturates [Presence] in Serum, Plasma or Blood",Barbiturate Screen,Blood,Chemistry,3376-1,,true,3376-1,"Barbiturates [Presence] in Serum, Plasma or Blood"
50880,Benzodiazepines [Presence] in Blood,Benzodiazepine Screen,Blood,Chemistry,42662-7,,true,42662-7,Benzodiazepines [Presence] in Blood
50881,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma,Beta-2 Microglobulin,Blood,Chemistry,32731-2,Beta 2 globulin [Mass/volume] in Serum or Plasma by Electrophoresis,false,1952-1,Beta-2-Microglobulin [Mass/volume] in Serum or Plasma
50882,Bicarbonate [Moles/volume] in Serum or Plasma,Bicarbonate,Blood,Chemistry,1963-8,,true,1963-8,Bicarbonate [Moles/volume] in Serum or Plasma
50883,Bilirubin.direct [Mass/volume] in Serum or Plasma,"Bilirubin, Direct",Blood,Chemistry,1968-7,,true,1968-7,Bilirubin.direct [Mass/volume] in Serum or Plasma
50884,Bilirubin.indirect [Mass/volume] in Serum or Plasma,"Bilirubin, Indirect",Blood,Chemistry,1971-1,,true,1971-1,Bilirubin.indirect [Mass/volume] in Serum or Plasma
50885,Bilirubin.total [Mass/volume] in Serum or Plasma,"Bilirubin, Total",Blood,Chemistry,1975-2,,true,1975-2,Bilirubin.total [Mass/volume] in Serum or Plasma
50886,,Blood Culture Hold,Blood,Chemistry,,,true,,
50887,,Blue Top Hold,Blood,Chemistry,,,true,,
50888,,Blue Top Hold Frozen,Blood,Chemistry,,,true,,
50889,C reactive protein [Mass/volume] in Serum or Plasma,C-Reactive Protein,Blood,Chemistry,1988-5,,true,1988-5,C reactive protein [Mass/volume] in Serum or Plasma
50890,Complement C3 [Mass/volume] in Serum or Plasma,C3,Blood,Chemistry,4485-9,,true,4485-9,Complement C3 [Mass/volume] in Serum or Plasma
50891,Complement C4 [Mass/volume] in Serum or Plasma,C4,Blood,Chemistry,4498-2,,true,4498-2,Complement C4 [Mass/volume] in Serum or Plasma
50892,Cancer Ag 125 [Units/volume] in Serum or Plasma,CA-125,Blood,Chemistry,10334-1,,true,10334-1,Cancer Ag 125 [Units/volume] in Serum or Plasma
50893,Calcium [Mass/volume] in Serum or Plasma,"Calcium, Total",Blood,Chemistry,2000-8,Calcium [Moles/volume] in Serum or Plasma,false,17861-6,Calcium [Mass/volume] in Serum or Plasma
50894,Testosterone Free [Moles/volume] in Serum or Plasma by calculation,Calculated Free Testosterone,Blood,Chemistry,2991-8,Testosterone Free [Mass/volume] in Serum or Plasma,false,96559-0,Testosterone Free [Moles/volume] in Serum or Plasma by calculation
50895,Thyroxine (T4)/Thyroxine binding globulin [Mass Ratio] in Serum or Plasma,Calculated TBG,Blood,Chemistry,3027-0,,true,3027-0,Thyroxine (T4)/Thyroxine binding globulin [Mass Ratio] in Serum or Plasma
50896,Thyroxine (T4) free index in Serum or Plasma by calculation,Calculated Thyroxine (T4) Index,Blood,Chemistry,32215-6,,true,32215-6,Thyroxine (T4) free index in Serum or Plasma by calculation
50897,,Call,Blood,Chemistry,,,true,,
50898,Cancer Ag 27-29 [Units/volume] in Serum or Plasma,Cancer Antigen 27.29,Blood,Chemistry,17842-6,,true,17842-6,Cancer Ag 27-29 [Units/volume] in Serum or Plasma
50899,carBAMazepine [Mass/volume] in Serum or Plasma,Carbamazepine,Blood,Chemistry,3432-2,,true,3432-2,carBAMazepine [Mass/volume] in Serum or Plasma
50900,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma,Carcinoembyronic Antigen (CEA),Blood,Chemistry,2039-6,,true,2039-6,Carcinoembryonic Ag [Mass/volume] in Serum or Plasma
50901,Centromere Ab [Presence] in Serum,Centromere,Blood,Chemistry,16570-4,Centromere Ab [Presence] in Serum by Immunofluorescence,false,16137-2,Centromere Ab [Presence] in Serum
50902,Chloride [Moles/volume] in Serum or Plasma,Chloride,Blood,Chemistry,2075-0,,true,2075-0,Chloride [Moles/volume] in Serum or Plasma
50903,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,Cholesterol Ratio (Total/HDL),Blood,Chemistry,9322-9,Cholesterol.total/Cholesterol in HDL [Percentile],false,9830-1,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma
50904,Cholesterol in HDL [Mass/volume] in Serum or Plasma,"Cholesterol, HDL",Blood,Chemistry,2085-9,,true,2085-9,Cholesterol in HDL [Mass/volume] in Serum or Plasma
50905,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,"Cholesterol, LDL, Calculated",Blood,Chemistry,2090-9,Deprecated Cholesterol.in LDL [Mass/volume] in Serum or Plasma,false,13457-7,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation
50906,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay,"Cholesterol, LDL, Measured",Blood,Chemistry,18262-6,,true,18262-6,Cholesterol in LDL [Mass/volume] in Serum or Plasma by Direct assay
50907,Cholesterol [Mass/volume] in Serum or Plasma,"Cholesterol, Total",Blood,Chemistry,2093-3,,true,2093-3,Cholesterol [Mass/volume] in Serum or Plasma
50908,Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma,CK-MB Index,Blood,Chemistry,20569-0,Creatine kinase.MB/Creatine kinase.total in Serum or Plasma,false,49136-5,Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma
50909,Cortisol [Mass/volume] in Serum or Plasma,Cortisol,Blood,Chemistry,2143-6,,true,2143-6,Cortisol [Mass/volume] in Serum or Plasma
50910,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,Creatine Kinase (CK),Blood,Chemistry,2157-6,,true,2157-6,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma
50911,Creatine kinase.MB [Mass/volume] in Serum or Plasma,"Creatine Kinase, MB Isoenzyme",Blood,Chemistry,6773-6,Deprecated Creatine kinase.MB,false,13969-1,Creatine kinase.MB [Mass/volume] in Serum or Plasma
50912,Creatinine [Mass/volume] in Serum or Plasma,Creatinine,Blood,Chemistry,2160-0,,true,2160-0,Creatinine [Mass/volume] in Serum or Plasma
50913,Cryoglobulin [Presence] in Serum,Cryoglobulin,Blood,Chemistry,5117-7,,true,5117-7,Cryoglobulin [Presence] in Serum
50914,cycloSPORINE [Mass/volume] in Blood,Cyclosporin,Blood,Chemistry,3521-2,cycloSPORINE [Mass/volume] in Serum,false,3520-4,cycloSPORINE [Mass/volume] in Blood
50915,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma,D-Dimer,Blood,Chemistry,,,false,48065-7,Fibrin D-dimer FEU [Mass/volume] in Platelet poor plasma
50916,Dehydroepiandrosterone sulfate (DHEA-S) [Mass/volume] in Serum or Plasma,DHEA-Sulfate,Blood,Chemistry,2191-5,,true,2191-5,Dehydroepiandrosterone sulfate (DHEA-S) [Mass/volume] in Serum or Plasma
50917,Digoxin [Mass/volume] in Serum or Plasma,Digoxin,Blood,Chemistry,10535-3,,true,10535-3,Digoxin [Mass/volume] in Serum or Plasma
50918,DNA double strand Ab [Presence] in Serum,Double Stranded DNA,Blood,Chemistry,5130-0,DNA double strand Ab [Units/volume] in Serum,false,31348-6,DNA double strand Ab [Presence] in Serum
50919,,EDTA Hold,Blood,Chemistry,,,true,,
50920,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",Estimated GFR (MDRD equation),Blood,Chemistry,33914-3,Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD),false,77147-7,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)"
50921,Estradiol (E2) [Mass/volume] in Serum or Plasma,Estradiol,Blood,Chemistry,2243-4,,true,2243-4,Estradiol (E2) [Mass/volume] in Serum or Plasma
50922,Ethanol [Mass/volume] in Blood,Ethanol,Blood,Chemistry,5642-4,Ethanol [Presence] in Serum or Plasma,false,5640-8,Ethanol [Mass/volume] in Blood
50923,,Fax,Blood,Chemistry,,,true,,
50924,Ferritin [Mass/volume] in Serum or Plasma,Ferritin,Blood,Chemistry,2276-4,,true,2276-4,Ferritin [Mass/volume] in Serum or Plasma
50925,Folate [Mass/volume] in Serum or Plasma,Folate,Blood,Chemistry,2284-8,,true,2284-8,Folate [Mass/volume] in Serum or Plasma
50926,Follitropin [Units/volume] in Serum or Plasma,Follicle Stimulating Hormone,Blood,Chemistry,15067-2,,true,15067-2,Follitropin [Units/volume] in Serum or Plasma
50927,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,Gamma Glutamyltransferase,Blood,Chemistry,2324-2,,true,2324-2,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma
50928,Gastrin [Mass/volume] in Serum or Plasma,Gastrin,Blood,Chemistry,2333-3,,true,2333-3,Gastrin [Mass/volume] in Serum or Plasma
50929,Gentamicin [Mass/volume] in Serum or Plasma,Gentamicin,Blood,Chemistry,35668-3,,true,35668-3,Gentamicin [Mass/volume] in Serum or Plasma
50930,Globulin [Mass/volume] in Serum,Globulin,Blood,Chemistry,2336-6,,true,2336-6,Globulin [Mass/volume] in Serum
50931,Glucose [Mass/volume] in Serum or Plasma,Glucose,Blood,Chemistry,2345-7,,true,2345-7,Glucose [Mass/volume] in Serum or Plasma
50932,,Gray Top Hold (plasma),Blood,Chemistry,,,true,,
50933,,Green Top Hold (plasma),Blood,Chemistry,,,true,,
50934,,H,Blood,Chemistry,,,true,,
50935,Haptoglobin [Mass/volume] in Serum or Plasma,Haptoglobin,Blood,Chemistry,4542-7,,true,4542-7,Haptoglobin [Mass/volume] in Serum or Plasma
50936,Choriogonadotropin [Units/volume] in Serum or Plasma,"HCG, Maternal Screen",Blood,Chemistry,,,false,19080-1,Choriogonadotropin [Units/volume] in Serum or Plasma
50937,Hepatitis A virus Ab [Presence] in Serum by Immunoassay,Hepatitis A Virus Antibody,Blood,Chemistry,5183-9,Hepatitis A virus Ab [Units/volume] in Serum or Plasma by Immunoassay,false,13951-9,Hepatitis A virus Ab [Presence] in Serum by Immunoassay
50938,Hepatitis A virus IgM Ab [Presence] in Serum,Hepatitis A Virus IgM Antibody,Blood,Chemistry,22314-9,,true,22314-9,Hepatitis A virus IgM Ab [Presence] in Serum
50939,Hepatitis B virus core IgM Ab [Presence] in Serum,"Hepatitis B Core Antibody, IgM",Blood,Chemistry,31204-1,,true,31204-1,Hepatitis B virus core IgM Ab [Presence] in Serum
50940,Hepatitis B virus surface Ab [Presence] in Serum,Hepatitis B Surface Antibody,Blood,Chemistry,5193-8,Hepatitis B virus surface Ab [Units/volume] in Serum or Plasma by Immunoassay,false,22322-2,Hepatitis B virus surface Ab [Presence] in Serum
50941,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay,Hepatitis B Surface Antigen,Blood,Chemistry,5196-1,,true,5196-1,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay
50942,Hepatitis B virus core Ab [Presence] in Serum or Plasma by Immunoassay,Hepatitis B Virus Core Antibody,Blood,Chemistry,5187-0,Hepatitis B virus core Ab [Units/volume] in Serum by Immunoassay,false,13952-7,Hepatitis B virus core Ab [Presence] in Serum or Plasma by Immunoassay
50943,Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay,Hepatitis C Virus Antibody,Blood,Chemistry,16128-1,Hepatitis C virus Ab [Presence] in Serum,false,13955-0,Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay
50944,HIV 1 Ab [Units/volume] in Serum or Plasma by Immunoassay,HIV Antibody,Blood,Chemistry,5220-9,,true,5220-9,HIV 1 Ab [Units/volume] in Serum or Plasma by Immunoassay
50945,Homocysteine [Moles/volume] in Serum or Plasma,Homocysteine,Blood,Chemistry,13965-9,,true,13965-9,Homocysteine [Moles/volume] in Serum or Plasma
50946,Choriogonadotropin [Units/volume] in Serum or Plasma,Human Chorionic Gonadotropin,Blood,Chemistry,2119-6,Choriogonadotropin [Moles/volume] in Serum or Plasma,false,19080-1,Choriogonadotropin [Units/volume] in Serum or Plasma
50947,,I,Blood,Chemistry,,,true,,
50948,Immunofixation for Serum or Plasma,Immunofixation,Blood,Chemistry,49275-1,Immunofixation for Serum or Plasma Narrative,false,25700-6,Immunofixation for Serum or Plasma
50949,IgA [Mass/volume] in Serum or Plasma,Immunoglobulin A,Blood,Chemistry,2458-8,,true,2458-8,IgA [Mass/volume] in Serum or Plasma
50950,IgG [Mass/volume] in Serum or Plasma,Immunoglobulin G,Blood,Chemistry,2465-3,,true,2465-3,IgG [Mass/volume] in Serum or Plasma
50951,IgM [Mass/volume] in Serum or Plasma,Immunoglobulin M,Blood,Chemistry,2472-9,,true,2472-9,IgM [Mass/volume] in Serum or Plasma
50952,Iron [Mass/volume] in Serum or Plasma,Iron,Blood,Chemistry,2498-4,,true,2498-4,Iron [Mass/volume] in Serum or Plasma
50953,Iron binding capacity [Mass/volume] in Serum or Plasma,"Iron Binding Capacity, Total",Blood,Chemistry,2500-7,,true,2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma
50954,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,Lactate Dehydrogenase (LD),Blood,Chemistry,2532-0,,true,2532-0,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma
50955,,Light Green Top Hold,Blood,Chemistry,,,true,,
50956,Lipase [Enzymatic activity/volume] in Serum or Plasma,Lipase,Blood,Chemistry,3040-3,,true,3040-3,Lipase [Enzymatic activity/volume] in Serum or Plasma
50957,Lithium [Moles/volume] in Serum or Plasma,Lithium,Blood,Chemistry,3719-2,Lithium [Mass/volume] in Serum or Plasma,false,14334-7,Lithium [Moles/volume] in Serum or Plasma
50958,Lutropin [Units/volume] in Serum or Plasma,Luteinizing Hormone,Blood,Chemistry,1599-0,Lutropin [Mass/volume] in Serum or Plasma --baseline,false,10501-5,Lutropin [Units/volume] in Serum or Plasma
50959,Macroprolactin [Presence] in Serum or Plasma,Macro Prolactin,Blood,Chemistry,,,false,72680-2,Macroprolactin [Presence] in Serum or Plasma
50960,Magnesium [Mass/volume] in Serum or Plasma,Magnesium,Blood,Chemistry,2601-3,Magnesium [Moles/volume] in Serum or Plasma,false,19123-9,Magnesium [Mass/volume] in Serum or Plasma
50961,Methotrexate [Moles/volume] in Serum or Plasma,Methotrexate,Blood,Chemistry,,,false,14836-1,Methotrexate [Moles/volume] in Serum or Plasma
50962,N-acetylprocainamide [Mass/volume] in Serum or Plasma,N-Acetylprocainamide (NAPA),Blood,Chemistry,3834-9,,true,3834-9,N-acetylprocainamide [Mass/volume] in Serum or Plasma
50963,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,NTproBNP,Blood,Chemistry,33762-6,,true,33762-6,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma
50964,Osmolality of Serum or Plasma,"Osmolality, Measured",Blood,Chemistry,2692-2,,true,2692-2,Osmolality of Serum or Plasma
50965,Parathyrin.intact [Mass/volume] in Serum or Plasma,Parathyroid Hormone,Blood,Chemistry,2731-8,,true,2731-8,Parathyrin.intact [Mass/volume] in Serum or Plasma
50966,PHENobarbital [Mass/volume] in Serum or Plasma,Phenobarbital,Blood,Chemistry,3947-9,PHENobarbital [Presence] in Serum or Plasma,false,3948-7,PHENobarbital [Mass/volume] in Serum or Plasma
50967,Phenytoin [Mass/volume] in Serum or Plasma,Phenytoin,Blood,Chemistry,3967-7,Phenytoin [Presence] in Serum or Plasma,false,3968-5,Phenytoin [Mass/volume] in Serum or Plasma
50968,Phenytoin Free [Mass/volume] in Serum or Plasma,"Phenytoin, Free",Blood,Chemistry,3969-3,,true,3969-3,Phenytoin Free [Mass/volume] in Serum or Plasma
50969,Phenytoin Free/Phenytoin.total in Serum or Plasma,"Phenytoin, Percent Free",Blood,Chemistry,10548-6,,true,10548-6,Phenytoin Free/Phenytoin.total in Serum or Plasma
50970,Phosphate [Mass/volume] in Serum or Plasma,Phosphate,Blood,Chemistry,2777-1,,true,2777-1,Phosphate [Mass/volume] in Serum or Plasma
50971,Potassium [Moles/volume] in Serum or Plasma,Potassium,Blood,Chemistry,2823-3,,true,2823-3,Potassium [Moles/volume] in Serum or Plasma
50972,Procainamide [Mass/volume] in Serum or Plasma,Procainamide,Blood,Chemistry,3982-6,,true,3982-6,Procainamide [Mass/volume] in Serum or Plasma
50973,Prolactin [Mass/volume] in Serum or Plasma,Prolactin,Blood,Chemistry,2842-3,,true,2842-3,Prolactin [Mass/volume] in Serum or Plasma
50974,Prostate specific Ag [Mass/volume] in Serum or Plasma,Prostate Specific Antigen,Blood,Chemistry,2857-1,,true,2857-1,Prostate specific Ag [Mass/volume] in Serum or Plasma
50975,Protein Fractions [Interpretation] in Serum or Plasma by Electrophoresis,Protein Electrophoresis,Blood,Chemistry,24351-9,Protein electrophoresis panel - Serum or Plasma,false,12851-2,Protein Fractions [Interpretation] in Serum or Plasma by Electrophoresis
50976,Protein [Mass/volume] in Serum or Plasma,"Protein, Total",Blood,Chemistry,2885-2,,true,2885-2,Protein [Mass/volume] in Serum or Plasma
50977,quiNIDine [Mass/volume] in Serum or Plasma,Quinidine,Blood,Chemistry,6694-4,,true,6694-4,quiNIDine [Mass/volume] in Serum or Plasma
50978,Sirolimus [Mass/volume] in Blood,Rapamycin,Blood,Chemistry,29247-4,,true,29247-4,Sirolimus [Mass/volume] in Blood
50979,,Red Top Hold,Blood,Chemistry,,,true,,
50980,Rheumatoid factor [Units/volume] in Serum or Plasma,Rheumatoid Factor,Blood,Chemistry,6928-6,Rheumatoid factor [Units/volume] in Serum by Immunoassay,false,11572-5,Rheumatoid factor [Units/volume] in Serum or Plasma
50981,Salicylates [Mass/volume] in Serum or Plasma,Salicylate,Blood,Chemistry,4023-8,Salicylates [Presence] in Serum or Plasma,false,4024-6,Salicylates [Mass/volume] in Serum or Plasma
50982,Sex hormone binding globulin [Moles/volume] in Serum or Plasma,Sex Hormone Binding Globulin,Blood,Chemistry,2942-1,Sex hormone binding globulin [Mass/volume] in Serum or Plasma,false,13967-5,Sex hormone binding globulin [Moles/volume] in Serum or Plasma
50983,Sodium [Moles/volume] in Serum or Plasma,Sodium,Blood,Chemistry,2951-2,,true,2951-2,Sodium [Moles/volume] in Serum or Plasma
50984,,Stat,Blood,Chemistry,,,true,,
50985,,Study Tubes,Blood,Chemistry,,,true,,
50986,Tacrolimus [Mass/volume] in Blood,tacroFK,Blood,Chemistry,,,false,11253-2,Tacrolimus [Mass/volume] in Blood
50988,Testosterone [Mass/volume] in Serum or Plasma,Testosterone,Blood,Chemistry,2986-8,,true,2986-8,Testosterone [Mass/volume] in Serum or Plasma
50989,Testosterone Free [Mass/volume] in Serum or Plasma,"Testosterone, Free",Blood,Chemistry,2991-8,,true,2991-8,Testosterone Free [Mass/volume] in Serum or Plasma
50990,Theophylline [Mass/volume] in Serum or Plasma,Theophylline,Blood,Chemistry,4049-3,,true,4049-3,Theophylline [Mass/volume] in Serum or Plasma
50991,Thyroglobulin [Mass/volume] in Serum or Plasma,Thyroglobulin,Blood,Chemistry,3013-0,,true,3013-0,Thyroglobulin [Mass/volume] in Serum or Plasma
50992,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,Thyroid Peroxidase Antibodies,Blood,Chemistry,8099-4,,true,8099-4,Thyroperoxidase Ab [Units/volume] in Serum or Plasma
50993,Thyrotropin [Units/volume] in Serum or Plasma,Thyroid Stimulating Hormone,Blood,Chemistry,3016-3,,true,3016-3,Thyrotropin [Units/volume] in Serum or Plasma
50994,Thyroxine (T4) [Mass/volume] in Serum or Plasma,Thyroxine (T4),Blood,Chemistry,3026-2,,true,3026-2,Thyroxine (T4) [Mass/volume] in Serum or Plasma
50995,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,"Thyroxine (T4), Free",Blood,Chemistry,3024-7,,true,3024-7,Thyroxine (T4) free [Mass/volume] in Serum or Plasma
50996,Tissue transglutaminase IgA Ab [Units/volume] in Serum,"Tissue Transglutaminase Ab, IgA",Blood,Chemistry,31017-7,,true,31017-7,Tissue transglutaminase IgA Ab [Units/volume] in Serum
50997,Tobramycin [Mass/volume] in Serum or Plasma,Tobramycin,Blood,Chemistry,35670-9,,true,35670-9,Tobramycin [Mass/volume] in Serum or Plasma
50998,Transferrin [Mass/volume] in Serum or Plasma,Transferrin,Blood,Chemistry,2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,false,3034-6,Transferrin [Mass/volume] in Serum or Plasma
50999,Tricyclic antidepressants [Presence] in Blood by Screen method,Tricyclic Antidepressant Screen,Blood,Chemistry,4073-3,Tricyclic antidepressants [Presence] in Serum or Plasma,false,80146-4,Tricyclic antidepressants [Presence] in Blood by Screen method
51000,Triglyceride [Mass/volume] in Serum or Plasma,Triglycerides,Blood,Chemistry,1644-4,Triglyceride [Mass/volume] in Serum or Plasma --12 hours fasting,false,2571-8,Triglyceride [Mass/volume] in Serum or Plasma
51001,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,Triiodothyronine (T3),Blood,Chemistry,3053-6,,true,3053-6,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma
